time;Short term adaptation of mixture formation bank 1: ---;Long term adaptation of mixture formation bank 1: ---;Engine speed: ---;Ignition timing adjustment cylinder 1: ---;Intake air temperature: ---;Absolute intake pressure: ---;Fuel Pressure: ---;Absolute load value: ---;Misfire sum counter: ---;Low fuel pressure, specified value: ---;Mixture adaptation factor at partial load: ---;Engine torque: ---;Air mass, specified value: ---
1111773;0.0;-11.7;1249.0;32.0;37.0;22.0;19510.0;12.9;0.0;5.73;-0.4;-18.5;12.0
1112557;0.0;-13.3;1235.0;32.0;36.0;22.0;19510.0;13.3;0.0;5.73;-0.4;-18.8;12.0
1113333;0.0;-14.1;1208.0;32.0;37.0;22.0;19530.0;12.9;0.0;5.73;-0.4;-19.3;11.0
1114141;0.0;-14.1;1159.0;32.0;37.0;23.0;19530.0;13.3;0.0;5.73;-0.4;-19.6;11.0
1114953;0.0;-18.0;1099.0;32.5;37.0;23.0;19530.0;12.9;0.0;5.73;-0.39;-19.9;10.0
1115763;0.0;-23.4;1037.0;31.5;37.0;24.0;19530.0;12.9;0.0;5.73;-0.37;-20.5;10.0
1116573;0.0;-25.8;1007.0;31.0;37.0;24.0;19520.0;13.3;0.0;5.73;-0.37;-20.5;9.0
1117355;0.0;-28.1;984.0;31.0;37.0;24.0;19510.0;13.3;0.0;5.73;-0.36;-20.5;9.0
1118161;0.0;-28.1;973.0;31.0;37.0;24.0;19490.0;13.3;0.0;5.73;-0.36;-20.5;9.0
1118945;0.0;-29.7;956.0;30.5;37.0;24.0;19470.0;13.3;0.0;5.73;-0.34;-10.4;9.0
1119723;0.0;-21.1;966.0;31.0;37.0;21.0;18310.0;15.3;0.0;5.73;-0.34;3.4;10.0
1120504;0.0;-20.3;954.0;25.0;37.0;23.0;16820.0;16.1;0.0;5.73;-0.34;3.2;10.0
1121283;-6.3;-21.1;946.0;16.5;37.0;23.0;15300.0;15.7;0.0;5.73;-0.34;3.6;10.0
1122061;-5.5;-21.9;939.0;22.5;37.0;23.0;13900.0;16.1;0.0;5.73;-0.34;4.1;10.0
1122904;-3.1;-21.9;937.0;14.0;37.0;24.0;12490.0;15.7;0.0;5.73;-0.4;-5.9;11.0
1123713;0.0;-14.8;1209.0;-16.5;37.0;21.0;11710.0;13.3;0.0;5.73;-0.4;-21.5;11.0
1124492;0.0;-14.1;1189.0;31.5;37.0;23.0;11870.0;13.3;0.0;5.73;-0.4;-21.6;11.0
1125272;0.0;-14.1;1165.0;31.0;37.0;23.0;11980.0;14.9;0.0;5.73;-0.4;16.9;27.0
1126082;0.0;0.0;1201.0;-5.5;37.0;62.0;11250.0;45.5;0.0;5.73;-0.41;120.9;91.0
1126864;0.0;0.0;1623.0;1.5;37.0;76.0;15050.0;36.1;0.0;5.73;-0.4;55.8;32.0
1127644;0.0;-0.8;1671.0;26.0;35.0;41.0;12390.0;25.5;0.0;5.73;-0.4;46.3;41.0
1128453;-5.5;0.0;1696.0;19.5;36.0;62.0;13080.0;42.0;0.0;5.73;-0.41;115.2;93.0
1129234;-1.6;0.0;1734.0;10.5;35.0;96.0;17740.0;85.5;0.0;5.73;-0.41;163.0;82.0
1130014;5.5;0.0;1708.0;0.5;33.0;45.0;18110.0;20.4;0.0;5.73;-0.4;1.9;16.0
1130793;-9.4;-1.6;1692.0;-8.0;32.0;18.0;15540.0;13.3;0.0;5.73;-0.4;-14.7;16.0
1131571;0.0;-2.3;1679.0;34.0;32.0;22.0;15470.0;13.3;0.0;5.73;-0.4;-14.7;16.0
1132359;0.0;-2.3;1653.0;33.5;33.0;22.0;15550.0;13.3;0.0;5.73;-0.4;-14.7;15.0
1133163;0.0;-3.9;1626.0;32.5;34.0;22.0;15600.0;13.3;0.0;5.73;-0.4;-14.7;15.0
1134002;0.0;-3.1;1602.0;34.0;34.0;22.0;15640.0;12.5;0.0;5.73;-0.4;-14.8;15.0
1134843;0.0;-4.7;1531.0;33.5;34.0;22.0;15680.0;13.3;0.0;5.73;-0.4;-19.3;24.0
1135652;0.0;-4.7;1369.0;5.5;35.0;20.0;14620.0;14.1;0.0;5.73;-0.4;-15.2;13.0
1136491;0.0;-11.7;1285.0;30.0;35.0;22.0;14630.0;12.9;0.0;5.73;-0.4;-21.2;11.0
1137275;0.0;-14.1;1180.0;31.0;35.0;23.0;14680.0;12.9;0.0;5.73;-0.4;-21.7;10.0
1138081;0.0;-19.5;1074.0;31.5;35.0;24.0;14730.0;13.3;0.0;5.73;-0.37;-21.8;10.0
1138864;0.0;-23.4;1049.0;32.0;36.0;24.0;14770.0;13.3;0.0;5.73;-0.4;-20.7;12.0
1139644;0.0;-9.4;1332.0;31.5;36.0;23.0;14790.0;13.3;0.0;5.73;-0.4;-19.9;12.0
1140421;0.0;-12.5;1217.0;32.0;36.0;23.0;14810.0;13.3;0.0;5.73;-0.4;-21.7;10.0
1141234;0.0;-19.5;1054.0;32.0;36.0;24.0;14820.0;13.3;0.0;5.73;-0.34;-20.0;9.0
1142017;0.0;-21.9;939.0;10.0;36.0;24.0;13930.0;17.3;0.0;5.73;-0.36;-1.8;10.0
1142793;0.0;-18.0;988.0;11.0;36.0;22.0;12420.0;15.3;0.0;5.73;-0.31;7.9;11.0
1143602;-3.9;-18.0;833.0;14.0;36.0;27.0;10960.0;20.8;0.0;5.73;-0.31;10.9;12.0
1144378;-4.7;-16.4;807.0;2.0;36.0;29.0;9640.0;22.0;0.0;5.73;-0.31;15.3;13.0
1145158;-4.7;-14.1;797.0;2.0;36.0;33.0;8370.0;26.3;0.0;5.73;-0.31;18.6;15.0
1145971;-2.3;-14.1;911.0;-4.0;36.0;32.0;7010.0;36.9;0.0;5.73;-0.4;56.4;31.0
1146748;0.0;-0.8;1090.0;11.0;36.0;51.0;9400.0;39.6;0.0;5.73;-0.4;50.4;26.0
1147559;0.0;-4.7;1095.0;-3.0;36.0;36.0;9750.0;24.7;0.0;5.73;-0.39;12.5;13.0
1148372;8.6;-18.8;1044.0;8.0;36.0;23.0;7950.0;15.3;0.0;5.73;-0.31;10.8;13.0
1149152;7.0;-18.0;837.0;11.0;36.0;30.0;6490.0;23.1;0.0;5.73;-0.31;19.6;15.0
1149932;0.0;-16.4;873.0;-1.5;36.0;33.0;5910.0;24.3;0.0;5.73;-0.31;15.6;15.0
1150713;0.8;-17.2;847.0;5.0;36.0;34.0;6190.0;27.1;0.0;5.73;-0.31;25.7;19.0
1151523;1.6;-12.5;871.0;-4.0;36.0;39.0;7170.0;31.0;0.0;5.73;-0.31;24.8;18.0
1152365;2.3;-13.3;814.0;11.0;36.0;44.0;7480.0;36.1;0.0;5.73;-0.31;34.1;20.0
1153141;1.6;-11.7;845.0;-5.5;36.0;44.0;8160.0;34.5;0.0;5.73;-0.31;15.3;12.0
1153925;3.1;-17.2;807.0;-10.5;36.0;32.0;7290.0;24.3;0.0;5.73;-0.31;12.8;12.0
1154704;2.3;-19.5;795.0;-0.5;36.0;30.0;6040.0;22.7;0.0;5.73;-0.31;10.3;11.0
1155483;2.3;-22.7;806.0;15.5;36.0;28.0;5380.0;21.2;0.0;5.73;-0.31;8.6;11.0
1156262;-1.6;-19.5;806.0;-1.0;36.0;28.0;5350.0;20.8;0.0;5.73;-0.31;8.9;11.0
1157073;-4.7;-21.9;801.0;5.0;36.0;27.0;5340.0;20.0;0.0;5.73;-0.31;8.8;11.0
1157914;-6.3;-22.7;792.0;7.0;36.0;27.0;5370.0;20.0;0.0;5.73;-0.31;8.8;11.0
